Month,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",European Union - 27 countries (from 2020),European Union - 28 countries (2013-2020),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",Euro area - 19 countries  (from 2015),Euro area - 18 countries (2014),Belgium,Bulgaria,Czechia,Denmark,Germany (until 1990 former territory of the FRG),Estonia,Ireland,Greece,Spain,France,Croatia,Italy,Cyprus,Latvia,Lithuania,Luxembourg,Hungary,Malta,Netherlands,Austria,Poland,Portugal,Romania,Slovenia,Slovakia,Finland,Sweden,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",Iceland,Norway,Switzerland,United Kingdom,North Macedonia,Serbia,Turkey,United States
2020-10-01,106.37,105.92,:,105.15,105.15,105.13,108.47,105.87,111.7,103.2,105.8,109.51,100.3,101.13,104.01,105.27,103.60,103.3,99.87,108.32,110.65,106.08,113.91,107.54,108.05,108.93,109.5,103.80,110.67,105.20,108.61,104.22,107.99,106.45,103.70,113.9,100.45,109.1,107.04,110.7,186.80,107.35
2020-11-01,106.07,105.63,:,104.80,104.80,104.77,108.27,105.89,111.6,103.0,104.7,109.63,100.6,100.31,104.12,105.50,103.36,103.3,99.67,107.97,110.49,105.86,113.72,103.93,106.72,109.13,109.5,103.24,110.70,104.56,108.71,104.10,107.91,106.15,103.59,112.9,100.09,108.9,107.67,110.7,191.09,107.24
2020-12-01,106.41,105.97,:,105.15,105.15,105.12,108.76,106.43,111.4,102.8,105.3,109.62,100.8,100.49,104.28,105.75,102.96,103.5,99.24,107.95,110.54,106.32,114.08,103.61,107.22,109.79,109.8,103.10,111.32,104.48,108.65,104.30,108.79,106.49,103.95,113.6,100.19,:,107.86,110.7,193.48,107.33
2021-01-01,106.72,106.27,:,105.32,105.32,105.30,107.82,106.59,112.9,103.0,106.8,110.22,101.0,99.20,103.87,106.03,103.08,102.6,98.41,108.36,111.05,107.33,115.12,102.22,106.51,109.05,110.8,102.76,112.29,104.20,109.00,104.76,108.73,106.81,103.77,114.9,100.24,:,107.51,111.2,196.72,107.89
2021-02-01,107.00,106.55,:,105.54,105.54,105.52,109.08,107.16,113.1,103.5,107.4,111.16,101.3,99.39,103.27,106.07,103.32,102.4,98.50,108.83,111.33,106.67,115.94,102.75,107.76,109.40,111.4,102.27,112.76,104.41,109.31,105.12,109.11,107.10,104.62,115.8,100.32,:,107.68,111.9,198.50,108.60
2021-03-01,107.91,107.46,:,106.53,106.53,106.50,110.07,107.33,113.3,103.6,107.9,110.87,102.2,100.43,105.22,106.80,104.34,104.2,99.89,109.66,112.43,108.59,116.83,103.75,108.09,110.69,112.4,103.80,113.23,105.04,109.93,105.44,109.22,107.99,104.98,115.5,100.53,:,108.24,112.4,200.65,109.55
2021-04-01,108.53,108.08,:,107.14,107.14,107.11,110.32,108.08,114.0,104.1,108.4,111.30,102.8,101.29,106.39,107.02,104.90,105.1,100.70,110.65,113.57,108.56,117.75,106.77,108.95,110.83,113.2,104.36,113.70,105.85,110.10,105.85,109.54,108.61,105.37,115.9,100.79,:,109.15,113.6,204.02,110.67
2021-05-01,108.83,108.38,:,107.42,107.42,107.39,110.62,108.23,114.1,104.4,108.7,112.38,103.0,100.98,106.95,107.38,105.01,105.0,101.15,111.27,114.19,109.02,118.40,108.19,109.11,111.04,113.6,104.70,114.34,106.62,110.78,105.88,109.79,108.91,106.20,115.7,100.99,:,110.09,114.3,205.82,111.75
2021-06-01,109.10,108.65,:,107.70,107.70,107.67,111.11,108.20,114.5,104.5,109.1,113.76,103.1,102.17,107.46,107.57,105.40,105.2,102.17,111.60,114.74,109.35,118.93,109.66,109.27,111.28,113.7,104.91,114.62,107.03,111.19,105.75,109.87,109.18,108.01,116.2,101.00,:,110.27,114.6,209.82,113.01
2021-07-01,109.14,108.68,:,107.60,107.60,107.57,110.58,108.97,115.3,105.3,109.7,115.07,103.5,100.83,106.18,107.64,106.30,104.1,102.40,112.04,115.30,108.92,119.59,109.88,109.96,111.18,114.2,104.53,115.15,107.10,111.70,105.97,110.18,109.23,108.23,117.4,101.12,:,110.47,114.8,213.59,113.62
2021-08-01,109.50,109.04,:,107.98,107.98,107.94,112.41,109.73,115.8,105.0,109.8,115.86,104.2,100.68,106.65,108.38,106.51,104.3,103.86,112.46,115.79,110.08,119.86,110.77,110.54,111.23,114.5,104.41,115.35,107.19,111.97,106.00,110.72,109.59,108.85,117.4,101.33,:,111.46,115.9,215.96,113.83
2021-09-01,110.03,109.57,:,108.49,108.49,108.44,112.35,109.92,116.1,105.4,110.1,117.25,104.6,102.83,107.87,108.16,106.80,105.7,103.31,113.53,117.72,110.40,120.01,109.72,110.37,112.23,115.3,105.29,116.31,107.72,112.82,106.26,111.29,110.13,108.17,118.9,101.29,:,111.51,116.8,218.71,114.07
